Response.ID,RL1_Country,RL1_FP.region,RL1_FR.region,RL1_State.abbr,RL1_State,RL2_FIPS,RL2_County,FC1_Owned.ac,FC1_Leased.ac,FC3_Owned.crops.ac,FC3_Owned.natural.ac,FC3_Owned.fallow.ac,FC3_Owned.pasture.ac,FC3_Owned.built.ac,FC4_Leased.crops.ac,FC4_Leased.natural.ac,FC4_Leased.fallow.ac,FC4_Leased.pasture.ac,FC4_Leased.built.ac,FC6_Conv.ac,FC6_Cert.org.ac,FC6_Trans.org.ac,FC6_Noncert.org.ac,FC6_Mngt.3t,FC7_Cropped.percent,FC7_Grazed.percent,FC1_Total.ac,FC8_Csys_3type,CM1_Cur.pre.nev,IC1_Cur.pre.nev,IP1_Cur.pre.nev,RT1_Cur.pre.nev,CR1_Cur.pre.nev_REV,CC1_Cur.pre.nev,BP1_Cur.pre.nev,RB1_Cur.pre.nev,CM1_binary,IC1_binary,IP1_binary,RT1_binary,CR1_binary,CC1_binary,BP1_binary,RB1_binary
R_UyaE533oH24Ta4V,USA,Northeast,Northern.Crescent,NY,New.York,36037,Genesee,4000,3200,3700,90,0,200,10,3200,0,0,0,0,7200,0,0,0,Conventional,95,5,7200,Mixed,3,3,3,1,1,1,3,4,0,0,0,1,1,1,0,0
R_UzEnYcQkFvdVt29,USA,Pacific,Fruitful.Rim,CA,California,6083,Santa.Barbara,10,300,30,30,39,0,1,300,0,0,0,0,0,300,0,0,Organic,100,0,310,Specialty,1,1,3,1,1,2,3,3,1,1,0,1,1,0,0,0
R_V4fm1pXsfv5vbRD,USA,Northeast,Northern.Crescent,NY,New.York,36103,Suffolk,0,3,NA,NA,NA,NA,NA,1,2,0,0,0.25,0,100,0,0,Organic,66,34,3,Mixed,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_viSGHsJvoxCwGch,USA,Northeast,Northern.Crescent,NY,New.York,36109,Tompkins,60,77,40,17,NA,NA,3,64,NA,10,NA,NA,0,94,0,0,Organic,100,NA,137,Specialty,2,1,1,2,1,1,1,1,0,1,1,0,1,1,1,1
R_vjM2c9bGRLED9Yd,USA,Northeast,Northern.Crescent,NY,New.York,36091,Saratoga,16,0,5,5,5.5,0,0.5,NA,NA,NA,NA,NA,0,16,0,0,Organic,100,0,16,Specialty,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_VLuUqk0A83mYTPb,USA,Southern.Plains,Prairie.Gateway,TX,Texas,48231,Hunt,100,0,5,0,0,90,5,NA,NA,NA,NA,NA,0,0,0,5,Organic,5,95,100,Mixed,1,3,3,1,3,NA,1,1,1,0,0,1,0,NA,1,1
R_VOU9EKiugTTQqRP,USA,Pacific,Fruitful.Rim,OR,Oregon,41005,Clackamas,0.8,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,100,0,0,Organic,100,0,0.8,Specialty,1,1,1,1,1,3,3,4,1,1,1,1,1,0,0,0
R_VPXLNHhGFEEokBr,USA,Southern.Plains,Prairie.Gateway,TX,Texas,48021,Bastrop,8,0,1,1,0,5,1,NA,NA,NA,NA,NA,0,0,0,7,Organic,15,85,8,Specialty,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,1
R_vuVDBVKpug2uZhv,USA,Northeast,Northern.Crescent,NY,New.York,36101,Steuben,650,50,120,428.5,0,100,1.5,50,0,0,0,0,0,700,0,0,Organic,66,34,700,Mixed,3,3,3,1,2,3,1,1,0,0,0,1,0,0,1,1
R_vv51NSGlDsq9dW9,USA,Lake.States,Northern.Crescent,MN,Minnesota,27159,Wadena,320,120,110,50,0,155,5,120,0,0,0,0,0,440,0,0,Organic,60,40,440,Mixed,1,1,3,1,1,1,1,3,1,1,0,1,1,1,1,0
R_VVTFwXcxd3CjKLv,USA,Southern.Plains,Southern.Seaboard,TX,Texas,48213,Henderson,35,0,15,5,0,15,0,NA,NA,NA,NA,NA,0,0,0,15,Organic,45,55,35,Specialty,1,1,3,1,1,3,1,1,1,1,0,1,1,0,1,1
R_VWQgmeTjZYoPgB3,USA,Pacific,Fruitful.Rim,OR,Oregon,41057,Tillamook ,20,0,15,0,0,5,0,NA,NA,NA,NA,NA,0,20,0,0,Organic,75,25,20,Mixed,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,1
R_W9A0TaEhnTbQTp7,USA,Southeast,Fruitful.Rim,FL,Florida,12115,Sarasota,2.2,0,1.8,0,0,0.1,0.3,NA,NA,NA,NA,NA,0,0,0,1.3,Organic,80,20,2.2,Specialty,1,1,1,1,3,1,2,4,1,1,1,1,0,1,0,0
R_W9ufONPTVtw12Kt,USA,Northeast,Southern.Seaboard,MD,Maryland,24029,Kent,35,0,20,10,0,5,0,NA,NA,NA,NA,NA,15,20,0,0,Split,100,0,35,Mixed,1,3,3,2,4,1,1,1,1,0,0,0,0,1,1,1
R_WBaZXliEIL7IEmZ,USA,Northeast,Northern.Crescent,PA,Pennsylvania,42133,York,7,0,5,1,0,0,1,NA,NA,NA,NA,NA,0,6,0,0,Organic,100,0,7,Specialty,1,3,3,1,1,2,1,1,1,0,0,1,1,0,1,1
R_WBUPXIYqylCtpUl,USA,Pacific,Basin.and.Range,CA,California,6049,Modoc,1000,1000,0,380,0,600,20,0,20,0,975,5,0,2000,0,0,Organic,0,100,2000,Mixed,NA,NA,1,NA,3,1,NA,1,NA,NA,1,NA,0,1,NA,1
R_WcC11lobJyn58XL,USA,Northeast,Northern.Crescent,NY,New.York,36051,Livingston,3100,1000,2800,250,0,0,50,1000,0,0,0,0,3800,0,0,0,Conventional,100,0,4100,Mixed,3,3,3,1,1,1,3,1,0,0,0,1,1,1,0,1
R_WfnkQMT58tbUk9j,USA,Pacific,Fruitful.Rim,CA,California,6053,Monterey,0,9,NA,NA,NA,NA,NA,3,0,0,6,0,0,9,0,0,Organic,100,0,9,Specialty,3,1,1,3,4,1,3,1,0,1,1,0,0,1,0,1
R_WjI3F0ljoKVzQdP,USA,Lake.States,Northern.Crescent,MI,Michigan,26163,Wayne,10,0,10,0,0,0,0,NA,NA,NA,NA,NA,10,0,0,0,Conventional,100,0,10,Specialty,1,3,1,3,1,3,3,1,1,0,1,0,1,0,0,1
R_WkBuF5ufBN5BTMt,USA,Pacific,Basin.and.Range,CA,California,6057,Nevada,33,0,7,19,0,5,2,NA,NA,NA,NA,NA,0,33,0,0,Organic,21,79,33,Mixed,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_wMf6YPvIt0CFjYR,USA,Pacific,Fruitful.Rim,CA,California,6025,Imperial,7500,2500,7500,0,0,0,0,2500,0,0,0,0,6950,550,2500,0,Split,100,0,10000,Mixed,1,1,NA,1,1,3,3,3,1,1,NA,1,1,0,0,0
R_wMIR4qynom4x5dL,USA,Pacific,Basin.and.Range,CA,California,6023,Humboldt,0,10,NA,NA,NA,NA,NA,9.5,0.25,0,0,0.25,0,0,0,9.5,Organic,100,0,10,Specialty,1,1,1,3,1,1,1,4,1,1,1,0,1,1,1,0
R_wZbQydHtxWbOJ4l,USA,Pacific,Fruitful.Rim,CA,California,6065,Riverside,210,0,210,0,0,0,0,NA,NA,NA,NA,NA,190,20,0,0,Split,100,0,210,Specialty,1,3,3,1,4,1,1,4,1,0,0,1,0,1,1,0
R_x9QTQ0doMLFMHHr,USA,Mountain,Basin.and.Range,UT,Utah,49005,Cache,5,0,3,0,0,1,1,NA,NA,NA,NA,NA,0,5,0,0,Organic,100,0,5,Mixed,1,3,1,3,1,1,1,1,1,0,1,0,1,1,1,1
R_XAsXM3PaGYyfYMF,USA,Northeast,Northern.Crescent,NY,New.York,36107,Tioga,100,0,2,76,0,20,2,NA,NA,NA,NA,NA,0,97,0,0,Organic,10,90,100,Specialty,1,1,1,3,1,1,1,1,1,1,1,0,1,1,1,1
R_xaYeAwnDzq52Rq1,USA,Mountain,Prairie.Gateway,NM,New.Mexico,35047,San.Miguel,9,0,0.5,0,0,7.5,1,NA,NA,NA,NA,NA,0,0,0,0.5,Organic,0.25,99.75,9,Mixed,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,0,NA,NA,0
R_xc08CDbbv3iTsvD,USA,Southern.Plains,Prairie.Gateway,OK,Oklahoma,40047,Garfield,160,0,152,1,7,0,0,NA,NA,NA,NA,NA,0,160,0,0,Organic,100,0,160,Mixed,1,3,1,2,1,1,3,1,1,0,1,0,1,1,0,1
R_XGLJhEFUT0Dp8Zj,USA,Corn.Belt,Heartland,IA,Iowa,19073,Greene,320,1600,200,115,0,0,5,1600,0,0,0,0,1920,0,0,0,Conventional,90,10,1920,Mixed,2,2,1,1,1,1,1,1,0,0,1,1,1,1,1,1
R_Xhx8wJBHuWv6yGJ,USA,Mountain,Basin.and.Range,NV,Nevada,32019,Lyon,240,0,35,0,200,0,5,NA,NA,NA,NA,NA,0,190,0,50,Organic,100,0,240,Specialty,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
R_xsbdZ42D4XZ2W6B,USA,Mountain,Basin.and.Range,CO,Colorado,8077,Mesa,92,42,75,0,12,0,5,42,0,0,0,0,107,27,0,0,Split,100,0,134,Specialty,1,1,3,1,4,1,3,3,1,1,0,1,0,1,0,0
R_XSwR5Y0Ib6mHtAJ,USA,Southern.Plains,Fruitful.Rim,TX,Texas,48157,Fort.Bend,288,0,40,8,240,0,0,NA,NA,NA,NA,NA,0,0,288,0,Organic,100,0,288,Mixed,3,1,1,1,3,1,3,1,0,1,1,1,0,1,0,1
R_Xt8g8MiPJxQeK53,USA,Pacific,Fruitful.Rim,OR,Oregon,41051,Multnomah,0,0.75,NA,NA,NA,NA,NA,0.75,0,0,0,0,0,0.75,0,0,Organic,100,0,0.75,Specialty,2,1,1,1,1,1,1,4,0,1,1,1,1,1,1,0
R_XYASVq1IQ7mLv3z,USA,Northeast,Northern.Crescent,NY,New.York,36121,Wyoming,30,0,2,12,6,2,3,NA,NA,NA,NA,NA,0,0,2,0,Organic,70,30,30,Specialty,NA,NA,NA,NA,1,1,NA,3,NA,NA,NA,NA,1,1,NA,0
R_xznAbWIMTeb7hrr,USA,Mountain,Fruitful.Rim,ID,Idaho,16011,Bingham,65,1455,40,0,NA,25,0,1165,0,280,0,0,0,1510,0,0,Organic,70,30,1520,Mixed,1,3,3,3,1,1,1,1,1,0,0,0,1,1,1,1
R_xzp8hhBOAzrnDOh,USA,Appalachian,Eastern.Uplands,NC,North.Carolina,37199,Yancey,1,2,1,0,0,0,0,2,0,0,0,0,0,0,0,3,Organic,100,0,3,Specialty,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,1
R_Ycv7czJRLXhqa4x,USA,Northeast,Northern.Crescent,NY,New.York,36107,Tioga,2,0,2,0,0,0,0,NA,NA,NA,NA,NA,0,2,0,0,Organic,98,2,2,Specialty,1,3,1,1,1,1,1,4,1,0,1,1,1,1,1,0
R_yjCm59lRBO58m65,USA,Lake.States,Northern.Crescent,MI,Michigan,26103,Marquette,40,1,1,33,2,2,2,1,0,0,0,0,0,0,0,1,Organic,100,0,41,Mixed,1,1,1,2,1,1,1,4,1,1,1,0,1,1,1,0
R_ymPD16MqDSYuQUN,USA,Southern.Plains,Prairie.Gateway,TX,Texas,48231,Hunt,85,120,30,0,0,55,0,120,0,0,0,0,205,0,0,0,Conventional,65,35,205,Mixed,1,1,3,1,3,1,1,1,1,1,0,1,0,1,1,1
R_yOSObllyWKLzMxb,USA,Pacific,Fruitful.Rim,CA,California,6097,Sonoma,75,9,75,200,0,1,1,10,2,0,0,0.5,0,85,0,0,Organic,100,0,84,Specialty,1,3,3,1,4,1,1,1,1,0,0,1,0,1,1,1
R_YPlxt1jc0xQhVVn,USA,Northeast,Northern.Crescent,NY,New.York,36051,Livingston,17,0,13,0,0,0,0,NA,NA,NA,NA,NA,6,0,0,0,Conventional,100,0,17,Specialty,2,3,3,3,4,3,3,4,0,0,0,0,0,0,0,0
R_ypQ8eS9AFKXCdpv,USA,Southern.Plains,Prairie.Gateway,TX,Texas,48497,Wise,10,0,3,0,0,6,1,NA,NA,NA,NA,NA,0,0,0,10,Organic,100,0,10,Specialty,1,3,1,1,4,1,3,3,1,0,1,1,0,1,0,0
R_YPSRP6jxjkhaw1z,USA,Lake.States,Northern.Crescent,MN,Minnesota,27095,Mille.Lacs,32,0,3,15,13,0,1,NA,NA,NA,NA,NA,0,32,0,0,Organic,100,0,32,Mixed,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_yV1qwXvlI514ihH,USA,Mountain,Basin.and.Range,NM,New.Mexico,35061,Valencia,0,4,NA,NA,NA,NA,NA,2,0,0,0,0,0,1,0,1,Organic,50,50,4,Specialty,1,1,3,1,4,1,1,4,1,1,0,1,0,1,1,0
R_z0w1KDjMtid5v0Z,USA,Pacific,Basin.and.Range,CA,California,6045,Mendocino,100,0,2,90,0,6,2,NA,NA,NA,NA,NA,0,2,0,0,Organic,99.5,0.5,100,Specialty,1,1,1,1,4,1,1,1,1,1,1,1,0,1,1,1
R_Z2xr7AUbP3bOB7r,USA,Northeast,Northern.Crescent,NY,New.York,36109,Tompkins,12,0,1,4,4,2,1,NA,NA,NA,NA,NA,0,0,1,0,Organic,100,0,12,Specialty,1,1,1,1,1,3,1,1,1,1,1,1,1,0,1,1
R_Z7s2Qoy866XGPuN,USA,Northeast,Northern.Crescent,NY,New.York,36097,Schuyler,70,0,30,0,30,0,10,NA,NA,NA,NA,NA,20,0,0,0,Conventional,100,0,70,Specialty,2,3,1,3,4,2,3,4,0,0,1,0,0,0,0,0
R_ZkFwT0Awn0Ln6dH,USA,Pacific,Basin.and.Range,OR,Oregon,41035,Klamath,0,500,NA,NA,NA,NA,NA,500,0,0,0,0,40,0,0,0,Conventional,100,0,500,Mixed,1,2,NA,3,1,3,3,4,1,0,NA,0,1,0,0,0
R_ZsBtlcO1ePPam6l,USA,Pacific,Fruitful.Rim,WA,Washington,53039,Klickitat,0,15,NA,NA,NA,NA,NA,9,0,5,0,1,0,15,0,0,Organic,100,0,15,Mixed,1,2,1,3,1,2,1,1,1,0,1,0,1,0,1,1
R_Zy67ufPNcwi0VR7,USA,Appalachian,Eastern.Uplands,NC,North.Carolina,37199,Yancey,16,4,5,5,0,5,1,4,0,0,0,0,0,0,0,16,Organic,75,25,20,Specialty,1,1,NA,1,1,1,3,1,1,1,NA,1,1,1,0,1
